fan_id,favorite_team,signup_date,watched_games,churned,cancel_date
1394,HOU,2023-10-04,3,1,2023-12-20
1395,NYK,2023-10-16,9,0,
1396,ATL,2023-10-02,18,0,
1397,NYK,2023-10-09,12,0,
1398,HOU,2023-10-01,18,0,
1399,DEN,2023-10-25,7,1,2023-11-25
1400,HOU,2023-10-15,6,1,2023-12-08
1401,NYK,2023-10-01,14,0,
1402,MIL,2023-10-23,9,0,
1403,SAC,2023-10-18,12,0,
1404,ATL,2023-10-17,17,0,
1405,NYK,2023-10-18,18,0,
1406,MEM,2023-10-21,10,0,
1407,DEN,2023-10-17,7,1,2023-12-11
1408,MIA,2023-10-07,14,0,
1409,SAC,2023-10-27,5,1,2023-12-25
1410,PHI,2023-10-22,3,1,2023-12-18
1411,MIA,2023-10-19,7,1,2024-01-16
1412,LAL,2023-10-20,5,1,2023-12-12
1413,HOU,2023-10-26,19,0,
1414,MIA,2023-10-19,16,0,
1415,HOU,2023-10-12,12,0,
1416,BOS,2023-10-01,18,0,
1417,ATL,2023-10-04,18,0,
1418,SAC,2023-10-08,11,0,
1419,SAC,2023-10-03,19,0,
1420,SAC,2023-10-12,15,0,
1421,DAL,2023-10-25,5,1,2023-11-09
1422,HOU,2023-10-24,7,1,2024-01-04
1423,TOR,2023-10-21,16,0,
1424,CHI,2023-10-02,13,0,
1425,HOU,2023-10-18,20,0,
1426,DAL,2023-10-26,10,0,
1427,TOR,2023-10-26,12,0,
1428,PHI,2023-10-16,18,0,
1429,HOU,2023-10-14,8,0,
1430,MIL,2023-10-22,16,0,
1431,CHI,2023-10-10,10,0,
1432,CHI,2023-10-27,17,0,
1433,MIL,2023-10-23,7,1,2024-01-04
1434,PHI,2023-10-02,19,0,
1435,DEN,2023-10-26,5,1,2024-01-19
1436,GSW,2023-10-01,7,1,2023-12-26
1437,HOU,2023-10-13,18,0,
1438,HOU,2023-10-09,13,0,
1439,BOS,2023-10-05,7,1,2023-11-02
1440,SAC,2023-10-10,14,0,
1441,GSW,2023-10-19,13,0,
1442,MIA,2023-10-24,5,1,2023-12-19
1443,MEM,2023-10-26,18,0,
1444,MEM,2023-10-08,3,1,2024-01-04
1445,MIL,2023-10-08,12,0,
1446,NYK,2023-10-15,8,0,
1447,DEN,2023-10-17,10,0,
1448,SAC,2023-10-14,8,0,
1449,MIL,2023-10-11,10,0,
1450,SAC,2023-10-12,10,0,
1451,MIL,2023-10-09,12,0,
1452,MEM,2023-10-22,10,0,
1453,LAL,2023-10-18,8,0,
1454,TOR,2023-10-20,5,1,2023-11-25
1455,SAC,2023-10-13,19,0,
1456,ATL,2023-10-17,13,0,
1457,DEN,2023-10-26,9,0,
1458,HOU,2023-10-18,11,0,
1459,NYK,2023-10-06,14,0,
1460,MIA,2023-10-26,5,1,2024-01-16
1461,MEM,2023-10-03,6,1,2023-10-27
1462,GSW,2023-10-24,11,0,
1463,GSW,2023-10-19,8,0,
1464,DAL,2023-10-13,12,0,
1465,NYK,2023-10-22,10,0,
1466,SAC,2023-10-18,16,0,
1467,MIL,2023-10-14,19,0,
1468,NYK,2023-10-09,15,0,
1469,PHX,2023-10-14,15,0,
1470,MIA,2023-10-16,8,0,
1471,MEM,2023-10-13,16,0,
1472,LAL,2023-10-13,3,1,2023-12-18
1473,ATL,2023-10-19,9,0,
1474,ATL,2023-10-06,9,0,
1475,MIA,2023-10-02,6,1,2023-11-28
1476,DAL,2023-10-23,17,0,
1477,PHX,2023-10-13,15,0,
1478,MIL,2023-10-02,13,0,
1479,TOR,2023-10-10,6,1,2023-11-05
1480,DAL,2023-10-12,10,0,
1481,PHI,2023-10-06,9,0,
1482,DAL,2023-10-09,3,1,2023-12-22
1483,CHI,2023-10-25,11,0,
1484,ATL,2023-10-07,4,1,2023-12-05
1485,DAL,2023-10-25,6,1,2024-01-13
1486,NYK,2023-10-11,13,0,
1487,MIL,2023-10-23,19,0,
1488,TOR,2023-10-04,17,0,
1489,CHI,2023-10-26,13,0,
1490,SAC,2023-10-07,8,0,
1491,NYK,2023-10-01,12,0,
1492,ATL,2023-10-07,10,0,
1493,DAL,2023-10-06,20,0,
1494,MIA,2023-10-12,8,0,
1495,MIL,2023-10-05,9,0,
1496,HOU,2023-10-02,10,0,
1497,HOU,2023-10-04,11,0,
1498,TOR,2023-10-22,20,0,
1499,PHX,2023-10-04,17,0,
1500,HOU,2023-10-24,17,0,
1501,ATL,2023-10-03,4,1,2023-12-26
1502,PHI,2023-10-21,12,0,
1503,DEN,2023-10-09,20,0,
1504,DAL,2023-10-10,9,0,
1505,PHI,2023-10-18,12,0,
1506,TOR,2023-10-02,8,0,
1507,TOR,2023-10-25,16,0,
1508,SAC,2023-10-12,15,0,
1509,SAC,2023-10-09,12,0,
1510,SAC,2023-10-26,12,0,
1511,HOU,2023-10-08,10,0,
1512,MIA,2023-10-09,19,0,
1513,DAL,2023-10-12,15,0,
1514,MEM,2023-10-09,7,1,2023-12-07
1515,GSW,2023-10-16,4,1,2023-11-09
1516,TOR,2023-10-27,14,0,
1517,PHX,2023-10-21,4,1,2024-01-17
1518,PHX,2023-10-07,11,0,
1519,HOU,2023-10-23,3,1,2023-12-20
1520,CHI,2023-10-16,20,0,
1521,NYK,2023-10-12,17,0,
1522,TOR,2023-10-09,20,0,
1523,MIA,2023-10-11,13,0,
1524,MIA,2023-10-03,3,1,2023-12-11
1525,BOS,2023-10-10,12,0,
1526,MIA,2023-10-03,8,0,
1527,LAL,2023-10-12,5,1,2024-01-04
1528,CHI,2023-10-19,9,0,
1529,BOS,2023-10-12,8,0,
1530,DAL,2023-10-07,7,1,2023-12-22
1531,HOU,2023-10-04,7,1,2023-10-31
1532,SAC,2023-10-03,19,0,
1533,HOU,2023-10-12,3,1,2023-12-31
1534,GSW,2023-10-27,7,1,2024-01-03
1535,DAL,2023-10-24,11,0,
1536,GSW,2023-10-17,4,1,2023-11-19
1537,MIL,2023-10-11,18,0,
1538,DEN,2023-10-17,5,1,2024-01-14
1539,ATL,2023-10-13,20,0,
1540,TOR,2023-10-25,5,1,2023-11-20
1541,LAL,2023-10-12,6,1,2024-01-09
1542,PHX,2023-10-01,15,0,
1543,TOR,2023-10-04,20,0,
1544,PHX,2023-10-09,9,0,
1545,NYK,2023-10-02,16,0,
1546,CHI,2023-10-04,16,0,
1547,HOU,2023-10-03,15,0,
1548,DAL,2023-10-20,4,1,2023-12-03
1549,CHI,2023-10-09,14,0,
1550,MEM,2023-10-24,7,1,2023-11-15
1551,ATL,2023-10-28,6,1,2023-11-23
1552,TOR,2023-10-12,11,0,
1553,LAL,2023-10-07,11,0,
1554,PHX,2023-10-03,11,0,
1555,ATL,2023-10-05,8,0,
1556,NYK,2023-10-09,6,1,2023-11-15
1557,DAL,2023-10-08,15,0,
1558,MIA,2023-10-09,12,0,
1559,GSW,2023-10-17,4,1,2023-12-28
1560,HOU,2023-10-09,14,0,
1561,TOR,2023-10-26,11,0,
1562,PHX,2023-10-24,4,1,2023-12-05
1563,MEM,2023-10-14,11,0,
1564,PHX,2023-10-09,14,0,
1565,PHX,2023-10-10,15,0,
1566,LAL,2023-10-22,17,0,
1567,DAL,2023-10-26,16,0,
1568,SAC,2023-10-14,4,1,2024-01-01
1569,ATL,2023-10-11,17,0,
1570,LAL,2023-10-26,19,0,
1571,HOU,2023-10-08,7,1,2023-11-25
1572,ATL,2023-10-27,9,0,
1573,BOS,2023-10-25,9,0,
1574,TOR,2023-10-12,9,0,
1575,ATL,2023-10-07,7,1,2023-12-24
1576,NYK,2023-10-04,17,0,
1577,MIA,2023-10-12,19,0,
1578,MIA,2023-10-20,17,0,
1579,LAL,2023-10-13,17,0,
1580,DEN,2023-10-04,7,1,2023-12-25
1581,PHX,2023-10-19,19,0,
1582,BOS,2023-10-08,7,1,2023-10-24
1583,HOU,2023-10-09,12,0,
1584,ATL,2023-10-17,12,0,
1585,MIL,2023-10-18,13,0,
1586,NYK,2023-10-02,5,1,2023-11-23
1587,NYK,2023-10-22,12,0,
1588,HOU,2023-10-04,9,0,
1589,ATL,2023-10-04,7,1,2023-12-22
1590,GSW,2023-10-14,18,0,
1591,SAC,2023-10-07,6,1,2024-01-04
1592,PHI,2023-10-02,10,0,
1593,ATL,2023-10-07,16,0,
1594,PHX,2023-10-18,5,1,2024-01-15
1595,PHX,2023-10-17,14,0,
1596,GSW,2023-10-06,7,1,2023-11-10
1597,SAC,2023-10-20,10,0,
1598,NYK,2023-10-20,15,0,
1599,NYK,2023-10-23,17,0,
1600,HOU,2023-10-20,5,1,2023-12-26
1601,LAL,2023-10-14,19,0,
1602,CHI,2023-10-27,20,0,
1603,PHX,2023-10-14,16,0,
1604,CHI,2023-10-01,3,1,2023-12-25
1605,CHI,2023-10-24,19,0,
1606,NYK,2023-10-26,11,0,
1607,MIL,2023-10-23,10,0,
1608,CHI,2023-10-17,9,0,
1609,PHI,2023-10-04,15,0,
1610,DEN,2023-10-11,18,0,
1611,BOS,2023-10-04,20,0,
1612,GSW,2023-10-04,19,0,
1613,GSW,2023-10-17,15,0,
1614,BOS,2023-10-23,12,0,
1615,DEN,2023-10-02,15,0,
1616,LAL,2023-10-12,10,0,
1617,HOU,2023-10-12,3,1,2023-11-21
1618,BOS,2023-10-28,16,0,
1619,MIA,2023-10-18,12,0,
1620,ATL,2023-10-14,19,0,
1621,HOU,2023-10-01,3,1,2023-11-09
1622,BOS,2023-10-28,16,0,
1623,ATL,2023-10-13,18,0,
1624,TOR,2023-10-13,8,0,
1625,DAL,2023-10-06,20,0,
1626,PHI,2023-10-16,10,0,
1627,DEN,2023-10-20,16,0,
1628,NYK,2023-10-19,11,0,
1629,TOR,2023-10-03,9,0,
1630,LAL,2023-10-16,8,0,
1631,PHX,2023-10-24,19,0,
1632,GSW,2023-10-13,18,0,
1633,CHI,2023-10-06,13,0,
1634,CHI,2023-10-11,5,1,2023-11-30
1635,MIA,2023-10-18,11,0,
1636,HOU,2023-10-24,19,0,
1637,MIA,2023-10-27,17,0,
1638,TOR,2023-10-15,4,1,2023-11-04
1639,CHI,2023-10-04,10,0,
1640,MIA,2023-10-16,8,0,
1641,GSW,2023-10-24,20,0,
1642,BOS,2023-10-11,13,0,
1643,BOS,2023-10-18,19,0,
1644,ATL,2023-10-26,12,0,
1645,DAL,2023-10-16,14,0,
1646,BOS,2023-10-24,17,0,
1647,MEM,2023-10-10,6,1,2023-11-16
1648,MIA,2023-10-25,17,0,
1649,DEN,2023-10-05,12,0,
1650,TOR,2023-10-28,19,0,
1651,DAL,2023-10-03,3,1,2023-10-18
1652,CHI,2023-10-01,17,0,
1653,ATL,2023-10-17,17,0,
1654,LAL,2023-10-10,18,0,
1655,GSW,2023-10-23,10,0,
1656,ATL,2023-10-13,14,0,
1657,ATL,2023-10-16,12,0,
1658,PHX,2023-10-05,5,1,2023-12-07
1659,MEM,2023-10-09,12,0,
1660,MIL,2023-10-01,18,0,
1661,NYK,2023-10-07,6,1,2023-10-31
1662,BOS,2023-10-12,8,0,
1663,SAC,2023-10-23,13,0,
1664,DEN,2023-10-10,7,1,2023-12-17
1665,TOR,2023-10-23,3,1,2023-12-18
1666,MEM,2023-10-27,13,0,
1667,TOR,2023-10-25,17,0,
1668,LAL,2023-10-13,5,1,2023-12-14
1669,GSW,2023-10-16,5,1,2024-01-05
1670,CHI,2023-10-10,19,0,
1671,DAL,2023-10-27,7,1,2023-12-09
1672,CHI,2023-10-20,15,0,
1673,SAC,2023-10-03,6,1,2023-11-08
1674,ATL,2023-10-22,12,0,
1675,TOR,2023-10-03,3,1,2023-11-10
1676,BOS,2023-10-08,16,0,
1677,SAC,2023-10-05,10,0,
1678,MEM,2023-10-15,14,0,
1679,GSW,2023-10-06,15,0,
1680,BOS,2023-10-11,5,1,2024-01-04
1681,MIA,2023-10-23,3,1,2023-12-07
1682,MEM,2023-10-15,8,0,
1683,NYK,2023-10-02,13,0,
1684,HOU,2023-10-23,12,0,
1685,HOU,2023-10-11,6,1,2023-12-23
1686,ATL,2023-10-06,8,0,
1687,DEN,2023-10-04,9,0,
1688,NYK,2023-10-09,15,0,
1689,HOU,2023-10-27,12,0,
1690,MEM,2023-10-15,13,0,
1691,MIA,2023-10-27,4,1,2023-11-23
1692,TOR,2023-10-02,20,0,
1693,DEN,2023-10-12,20,0,
1694,MIL,2023-10-01,7,1,2023-12-25
1695,TOR,2023-10-20,9,0,
1696,DAL,2023-10-11,12,0,
1697,ATL,2023-10-24,6,1,2023-12-24
1698,MEM,2023-10-22,3,1,2023-11-17
1699,SAC,2023-10-23,17,0,
1700,PHI,2023-10-10,8,0,
1701,BOS,2023-10-22,17,0,
1702,SAC,2023-10-19,5,1,2023-11-24
1703,PHX,2023-10-23,10,0,
1704,PHI,2023-10-01,11,0,
1705,NYK,2023-10-23,10,0,
1706,GSW,2023-10-06,8,0,
1707,MIL,2023-10-12,14,0,
1708,GSW,2023-10-22,5,1,2023-11-30
1709,ATL,2023-10-16,10,0,
1710,GSW,2023-10-11,16,0,
1711,GSW,2023-10-15,14,0,
1712,LAL,2023-10-08,7,1,2023-12-09
1713,NYK,2023-10-04,11,0,
1714,PHX,2023-10-24,20,0,
1715,MIL,2023-10-22,7,1,2023-11-16
1716,MIA,2023-10-23,18,0,
1717,PHX,2023-10-11,3,1,2023-12-31
1718,PHX,2023-10-27,4,1,2023-11-11
1719,NYK,2023-10-19,6,1,2023-12-12
1720,MIL,2023-10-16,9,0,
1721,LAL,2023-10-09,3,1,2023-12-02
1722,PHI,2023-10-25,16,0,
1723,ATL,2023-10-10,18,0,
1724,SAC,2023-10-14,12,0,
1725,PHI,2023-10-07,6,1,2023-12-27
1726,TOR,2023-10-17,17,0,
1727,TOR,2023-10-20,7,1,2024-01-08
1728,TOR,2023-10-19,11,0,
1729,LAL,2023-10-05,15,0,
1730,ATL,2023-10-28,19,0,
1731,CHI,2023-10-24,13,0,
1732,DAL,2023-10-01,17,0,
1733,LAL,2023-10-21,15,0,
1734,MIA,2023-10-27,10,0,
1735,NYK,2023-10-18,16,0,
1736,ATL,2023-10-01,8,0,
1737,PHX,2023-10-04,8,0,
1738,MIL,2023-10-06,16,0,
1739,BOS,2023-10-15,9,0,
1740,BOS,2023-10-04,16,0,
1741,HOU,2023-10-09,6,1,2023-11-29
1742,MIL,2023-10-14,11,0,
1743,SAC,2023-10-02,14,0,
1744,MIL,2023-10-25,20,0,
1745,TOR,2023-10-06,9,0,
1746,NYK,2023-10-13,20,0,
1747,NYK,2023-10-15,11,0,
1748,LAL,2023-10-06,16,0,
1749,ATL,2023-10-28,11,0,
1750,GSW,2023-10-24,20,0,
1751,MIA,2023-10-05,16,0,
1752,MEM,2023-10-28,9,0,
1753,BOS,2023-10-26,3,1,2023-11-29
1754,DEN,2023-10-06,17,0,
1755,CHI,2023-10-21,3,1,2023-12-28
1756,GSW,2023-10-04,7,1,2023-10-26
1757,TOR,2023-10-13,19,0,
1758,MIL,2023-10-24,14,0,
1759,MIA,2023-10-20,15,0,
1760,MIL,2023-10-15,12,0,
1761,PHI,2023-10-11,16,0,
1762,BOS,2023-10-04,6,1,2023-11-20
1763,ATL,2023-10-02,15,0,
1764,TOR,2023-10-18,20,0,
1765,DEN,2023-10-02,14,0,
1766,PHX,2023-10-04,9,0,
1767,PHI,2023-10-17,8,0,
1768,SAC,2023-10-14,3,1,2024-01-04
1769,MEM,2023-10-02,16,0,
1770,GSW,2023-10-27,4,1,2023-11-21
1771,PHX,2023-10-04,19,0,
1772,CHI,2023-10-20,18,0,
1773,CHI,2023-10-14,9,0,
1774,BOS,2023-10-12,5,1,2023-10-29
1775,GSW,2023-10-27,20,0,
1776,HOU,2023-10-06,9,0,
1777,BOS,2023-10-01,4,1,2023-10-22
1778,CHI,2023-10-02,11,0,
1779,MIL,2023-10-10,18,0,
1780,TOR,2023-10-24,19,0,
1781,BOS,2023-10-05,14,0,
1782,HOU,2023-10-18,16,0,
1783,LAL,2023-10-09,3,1,2023-11-08
1784,TOR,2023-10-03,9,0,
1785,MIL,2023-10-08,15,0,
1786,HOU,2023-10-01,20,0,
1787,PHX,2023-10-28,18,0,
1788,GSW,2023-10-27,9,0,
1789,BOS,2023-10-01,3,1,2023-11-30
1790,MEM,2023-10-09,5,1,2023-12-11
1791,NYK,2023-10-05,4,1,2023-12-16
1792,DEN,2023-10-27,3,1,2024-01-17
1793,NYK,2023-10-06,7,1,2023-10-26
1794,LAL,2023-10-09,10,0,
1795,SAC,2023-10-24,5,1,2023-12-14
1796,DEN,2023-10-24,5,1,2023-12-19
1797,DEN,2023-10-01,16,0,
1798,CHI,2023-10-02,15,0,
1799,DAL,2023-10-11,16,0,
1800,MIL,2023-10-15,13,0,
1801,PHX,2023-10-20,6,1,2024-01-05
1802,MEM,2023-10-04,14,0,
1803,DEN,2023-10-16,14,0,
1804,PHI,2023-10-10,7,1,2023-12-23
1805,LAL,2023-10-02,6,1,2023-12-18
1806,TOR,2023-10-11,4,1,2023-12-09
1807,DAL,2023-10-07,15,0,
1808,DEN,2023-10-06,3,1,2023-12-26
1809,LAL,2023-10-15,11,0,
1810,GSW,2023-10-16,5,1,2023-11-17
1811,BOS,2023-10-13,20,0,
1812,SAC,2023-10-12,18,0,
1813,SAC,2023-10-24,3,1,2023-11-28
1814,BOS,2023-10-25,4,1,2023-11-21
1815,LAL,2023-10-17,13,0,
1816,TOR,2023-10-16,17,0,
1817,DAL,2023-10-09,10,0,
1818,CHI,2023-10-22,12,0,
1819,ATL,2023-10-04,18,0,
1820,MIA,2023-10-28,16,0,
1821,DAL,2023-10-06,20,0,
1822,TOR,2023-10-06,7,1,2023-11-12
1823,SAC,2023-10-09,15,0,
1824,NYK,2023-10-16,3,1,2023-12-07
1825,NYK,2023-10-18,20,0,
1826,PHI,2023-10-22,13,0,
1827,LAL,2023-10-12,11,0,
1828,ATL,2023-10-22,13,0,
1829,GSW,2023-10-17,4,1,2023-12-17
1830,DEN,2023-10-09,5,1,2023-11-09
1831,GSW,2023-10-09,3,1,2023-12-18
1832,CHI,2023-10-06,9,0,
1833,SAC,2023-10-13,14,0,
1834,NYK,2023-10-12,20,0,
1835,LAL,2023-10-20,17,0,
1836,MIL,2023-10-14,11,0,
1837,GSW,2023-10-08,12,0,
1838,MEM,2023-10-12,14,0,
1839,MEM,2023-10-13,18,0,
1840,HOU,2023-10-04,17,0,
1841,MIA,2023-10-07,7,1,2023-12-24
1842,DEN,2023-10-24,20,0,
1843,PHX,2023-10-20,16,0,
1844,DEN,2023-10-23,8,0,
1845,GSW,2023-10-01,16,0,
1846,PHI,2023-10-24,17,0,
1847,HOU,2023-10-19,7,1,2023-12-14
1848,CHI,2023-10-10,12,0,
1849,PHX,2023-10-23,8,0,
1850,GSW,2023-10-14,12,0,
1851,DAL,2023-10-01,6,1,2023-11-21
1852,DEN,2023-10-07,4,1,2023-10-28
1853,DAL,2023-10-08,19,0,
1854,SAC,2023-10-18,20,0,
1855,CHI,2023-10-07,15,0,
1856,NYK,2023-10-17,4,1,2023-12-22
1857,LAL,2023-10-05,15,0,
1858,GSW,2023-10-04,11,0,
1859,PHI,2023-10-08,15,0,
1860,MEM,2023-10-16,12,0,
1861,HOU,2023-10-27,12,0,
1862,ATL,2023-10-23,16,0,
1863,MEM,2023-10-15,9,0,
1864,MIA,2023-10-24,11,0,
1865,DEN,2023-10-15,10,0,
1866,SAC,2023-10-18,13,0,
1867,GSW,2023-10-01,14,0,
1868,SAC,2023-10-05,15,0,
1869,HOU,2023-10-15,12,0,
1870,HOU,2023-10-18,8,0,
1871,GSW,2023-10-09,16,0,
1872,BOS,2023-10-11,3,1,2023-12-17
1873,MIA,2023-10-01,4,1,2023-11-06
1874,CHI,2023-10-12,4,1,2023-11-06
1875,DEN,2023-10-17,15,0,
1876,PHI,2023-10-02,7,1,2023-12-05
1877,CHI,2023-10-11,11,0,
1878,ATL,2023-10-17,10,0,
1879,TOR,2023-10-18,6,1,2024-01-01
1880,MIA,2023-10-03,6,1,2023-11-05
1881,LAL,2023-10-17,17,0,
1882,NYK,2023-10-05,13,0,
1883,CHI,2023-10-12,17,0,
1884,HOU,2023-10-03,7,1,2023-12-11
1885,SAC,2023-10-11,5,1,2023-11-13
1886,CHI,2023-10-18,10,0,
1887,TOR,2023-10-04,10,0,
1888,DAL,2023-10-06,19,0,
1889,ATL,2023-10-04,16,0,
1890,GSW,2023-10-01,6,1,2023-10-16
1891,HOU,2023-10-02,5,1,2023-11-24
1892,LAL,2023-10-19,15,0,
1893,GSW,2023-10-27,8,0,
1894,PHX,2023-10-19,15,0,
1895,LAL,2023-10-10,20,0,
1896,PHX,2023-10-01,7,1,2023-10-29
1897,NYK,2023-10-09,15,0,
1898,LAL,2023-10-02,14,0,
1899,LAL,2023-10-18,12,0,
1900,ATL,2023-10-10,19,0,
1901,DAL,2023-10-03,8,0,
1902,HOU,2023-10-22,7,1,2024-01-17
1903,PHX,2023-10-22,3,1,2023-12-07
1904,GSW,2023-10-22,19,0,
1905,PHI,2023-10-10,9,0,
1906,SAC,2023-10-15,6,1,2023-11-19
1907,HOU,2023-10-01,7,1,2023-12-08
1908,LAL,2023-10-10,16,0,
1909,TOR,2023-10-26,12,0,
1910,PHI,2023-10-11,8,0,
1911,HOU,2023-10-26,9,0,
1912,DAL,2023-10-22,13,0,
1913,MIA,2023-10-10,17,0,
1914,ATL,2023-10-22,10,0,
1915,TOR,2023-10-10,17,0,
1916,NYK,2023-10-06,5,1,2024-01-04
1917,LAL,2023-10-13,10,0,
1918,TOR,2023-10-27,15,0,
1919,DAL,2023-10-01,4,1,2023-11-22
1920,MIA,2023-10-04,14,0,
1921,PHI,2023-10-23,6,1,2023-12-25
1922,GSW,2023-10-20,17,0,
1923,DEN,2023-10-19,4,1,2024-01-16
1924,GSW,2023-10-16,19,0,
1925,MIA,2023-10-11,14,0,
1926,TOR,2023-10-09,15,0,
1927,MEM,2023-10-26,10,0,
1928,MIA,2023-10-22,15,0,
1929,MIL,2023-10-05,13,0,
1930,CHI,2023-10-09,12,0,
1931,PHX,2023-10-21,3,1,2023-12-29
1932,TOR,2023-10-09,16,0,
1933,GSW,2023-10-02,10,0,
1934,HOU,2023-10-09,8,0,
1935,HOU,2023-10-05,12,0,
1936,SAC,2023-10-01,5,1,2023-12-06
1937,PHX,2023-10-09,19,0,
1938,ATL,2023-10-04,8,0,
1939,TOR,2023-10-05,8,0,
1940,GSW,2023-10-26,16,0,
1941,SAC,2023-10-05,20,0,
1942,BOS,2023-10-17,8,0,
1943,DEN,2023-10-24,4,1,2023-11-11
1944,GSW,2023-10-28,11,0,
1945,DAL,2023-10-01,8,0,
1946,PHX,2023-10-17,8,0,
1947,HOU,2023-10-15,8,0,
1948,BOS,2023-10-27,4,1,2023-11-15
1949,TOR,2023-10-06,17,0,
1950,DEN,2023-10-10,13,0,
1951,HOU,2023-10-14,15,0,
1952,MEM,2023-10-26,13,0,
1953,MIL,2023-10-13,6,1,2023-12-15
1954,PHX,2023-10-25,5,1,2023-12-03
1955,PHI,2023-10-18,4,1,2023-12-26
1956,BOS,2023-10-03,10,0,
1957,MIL,2023-10-16,10,0,
1958,CHI,2023-10-02,11,0,
1959,SAC,2023-10-14,14,0,
1960,MEM,2023-10-28,9,0,
1961,MIA,2023-10-28,3,1,2023-11-18
1962,SAC,2023-10-10,3,1,2023-12-24
1963,HOU,2023-10-13,13,0,
1964,DAL,2023-10-01,7,1,2023-11-27
1965,LAL,2023-10-15,18,0,
1966,GSW,2023-10-24,3,1,2023-11-11
1967,DAL,2023-10-21,3,1,2024-01-09
1968,MIA,2023-10-14,20,0,
1969,SAC,2023-10-17,16,0,
1970,HOU,2023-10-10,19,0,
1971,DAL,2023-10-21,7,1,2023-12-24
1972,TOR,2023-10-01,14,0,
1973,DEN,2023-10-14,14,0,
1974,BOS,2023-10-02,3,1,2023-12-02
1975,MIL,2023-10-26,18,0,
1976,HOU,2023-10-17,18,0,
1977,MIA,2023-10-27,18,0,
1978,TOR,2023-10-03,3,1,2023-11-16
1979,MEM,2023-10-03,10,0,
1980,SAC,2023-10-10,3,1,2023-11-25
1981,LAL,2023-10-12,16,0,
1982,GSW,2023-10-22,14,0,
1983,SAC,2023-10-04,11,0,
1984,HOU,2023-10-12,4,1,2023-11-17
1985,ATL,2023-10-23,4,1,2023-12-29
1986,HOU,2023-10-20,20,0,
1987,DAL,2023-10-10,16,0,
1988,PHX,2023-10-04,15,0,
1989,LAL,2023-10-01,16,0,
1990,PHX,2023-10-13,10,0,
1991,MIA,2023-10-27,6,1,2023-12-04
1992,PHI,2023-10-09,6,1,2023-12-08
1993,PHX,2023-10-01,20,0,
1994,MIA,2023-10-03,4,1,2023-11-09
1995,PHX,2023-10-23,18,0,
1996,MIA,2023-10-11,16,0,
1997,MIA,2023-10-07,18,0,
1998,LAL,2023-10-07,3,1,2023-10-31
1999,HOU,2023-10-10,7,1,2023-12-05
2000,SAC,2023-10-10,16,0,
2001,ATL,2023-10-20,7,1,2024-01-03
2002,LAL,2023-10-16,20,0,
2003,SAC,2023-10-18,20,0,
2004,MEM,2023-10-22,8,0,
2005,DAL,2023-10-06,3,1,2023-12-26
2006,ATL,2023-10-04,3,1,2023-11-16
2007,PHI,2023-10-24,16,0,
2008,ATL,2023-10-03,13,0,
2009,SAC,2023-10-08,12,0,
2010,NYK,2023-10-26,10,0,
2011,DAL,2023-10-23,6,1,2024-01-10
2012,DAL,2023-10-15,3,1,2023-11-16
2013,BOS,2023-10-10,19,0,
2014,GSW,2023-10-24,6,1,2023-12-02
2015,PHI,2023-10-23,14,0,
2016,CHI,2023-10-21,14,0,
2017,LAL,2023-10-21,7,1,2023-12-20
2018,PHI,2023-10-23,12,0,
2019,DEN,2023-10-17,8,0,
2020,BOS,2023-10-11,3,1,2023-12-21
2021,MIA,2023-10-12,17,0,
2022,LAL,2023-10-23,13,0,
2023,TOR,2023-10-02,8,0,
2024,DAL,2023-10-03,17,0,
2025,LAL,2023-10-05,20,0,
2026,TOR,2023-10-08,3,1,2023-12-24
2027,BOS,2023-10-23,10,0,
2028,DEN,2023-10-24,16,0,
2029,GSW,2023-10-12,14,0,
2030,HOU,2023-10-27,18,0,
2031,PHX,2023-10-17,13,0,
2032,BOS,2023-10-23,17,0,
2033,PHI,2023-10-02,7,1,2023-11-06
2034,BOS,2023-10-04,12,0,
2035,PHX,2023-10-01,9,0,
2036,LAL,2023-10-13,7,1,2023-11-18
2037,CHI,2023-10-23,5,1,2024-01-12
2038,CHI,2023-10-06,8,0,
2039,BOS,2023-10-12,10,0,
2040,HOU,2023-10-10,13,0,
2041,GSW,2023-10-02,17,0,
2042,MEM,2023-10-28,15,0,
2043,CHI,2023-10-08,18,0,
2044,PHI,2023-10-12,11,0,
2045,MIL,2023-10-10,3,1,2023-11-27
2046,DEN,2023-10-09,14,0,
2047,DEN,2023-10-25,4,1,2023-11-28
2048,MIA,2023-10-11,14,0,
2049,CHI,2023-10-25,15,0,
2050,MIL,2023-10-06,7,1,2023-12-31
2051,MIL,2023-10-22,3,1,2023-11-26
2052,TOR,2023-10-19,11,0,
2053,LAL,2023-10-27,8,0,
2054,HOU,2023-10-19,8,0,
2055,MEM,2023-10-18,13,0,
2056,SAC,2023-10-16,9,0,
2057,ATL,2023-10-03,7,1,2023-11-06
2058,NYK,2023-10-21,6,1,2023-12-08
2059,MIA,2023-10-24,3,1,2024-01-02
2060,DAL,2023-10-17,19,0,
2061,MIL,2023-10-07,9,0,
2062,DAL,2023-10-23,15,0,
2063,CHI,2023-10-22,12,0,
2064,MIL,2023-10-05,8,0,
2065,MIL,2023-10-23,14,0,
2066,BOS,2023-10-10,3,1,2023-10-29
2067,MIA,2023-10-25,13,0,
2068,BOS,2023-10-03,13,0,
2069,SAC,2023-10-26,15,0,
